filename,category
plastic\plastic668.jpg,3
glass\glass472.jpg,0
metal\metal649.jpg,1
plastic\plastic693.jpg,3
plastic\plastic437.jpg,3
plastic\plastic817.jpg,3
plastic\plastic248.jpg,3
glass\glass315.jpg,0
metal\metal24.jpg,1
plastic\plastic959.jpg,3
metal\metal910.jpg,1
metal\metal869.jpg,1
metal\metal175.jpg,1
plastic\plastic144.jpg,3
plastic\plastic980.jpg,3
plastic\plastic801.jpg,3
metal\metal769.jpg,1
glass\glass177.jpg,0
glass\glass766.jpg,0
metal\metal903.jpg,1
glass\glass637.jpg,0
metal\metal213.jpg,1
paper\paper311.jpg,2
paper\paper189.jpg,2
glass\glass949.jpg,0
metal\metal125.jpg,1
glass\glass618.jpg,0
plastic\plastic744.jpg,3
paper\paper761.jpg,2
metal\metal227.jpg,1
glass\glass517.jpg,0
metal\metal830.jpg,1
paper\paper928.jpg,2
paper\paper869.jpg,2
plastic\plastic107.jpg,3
metal\metal509.jpg,1
plastic\plastic975.jpg,3
metal\metal590.jpg,1
paper\paper66.jpg,2
plastic\plastic11.jpg,3
glass\glass268.jpg,0
metal\metal789.jpg,1
metal\metal815.jpg,1
paper\paper955.jpg,2
glass\glass60.jpg,0
paper\paper309.jpg,2
paper\paper478.jpg,2
metal\metal336.jpg,1
plastic\plastic79.jpg,3
glass\glass172.jpg,0
metal\metal842.jpg,1
plastic\plastic358.jpg,3
metal\metal278.jpg,1
paper\paper340.jpg,2
plastic\plastic354.jpg,3
glass\glass520.jpg,0
glass\glass31.jpg,0
plastic\plastic561.jpg,3
glass\glass194.jpg,0
metal\metal534.jpg,1
metal\metal141.jpg,1
paper\paper784.jpg,2
metal\metal808.jpg,1
paper\paper561.jpg,2
metal\metal901.jpg,1
metal\metal813.jpg,1
glass\glass312.jpg,0
metal\metal655.jpg,1
metal\metal794.jpg,1
plastic\plastic483.jpg,3
plastic\plastic704.jpg,3
glass\glass238.jpg,0
metal\metal143.jpg,1
glass\glass774.jpg,0
plastic\plastic552.jpg,3
paper\paper984.jpg,2
glass\glass614.jpg,0
glass\glass607.jpg,0
paper\paper807.jpg,2
glass\glass515.jpg,0
plastic\plastic355.jpg,3
metal\metal554.jpg,1
paper\paper303.jpg,2
metal\metal716.jpg,1
glass\glass778.jpg,0
plastic\plastic80.jpg,3
plastic\plastic546.jpg,3
paper\paper804.jpg,2
metal\metal776.jpg,1
glass\glass218.jpg,0
glass\glass75.jpg,0
paper\paper918.jpg,2
metal\metal85.jpg,1
glass\glass877.jpg,0
plastic\plastic203.jpg,3
plastic\plastic736.jpg,3
plastic\plastic790.jpg,3
metal\metal556.jpg,1
paper\paper131.jpg,2
metal\metal240.jpg,1
paper\paper956.jpg,2
plastic\plastic939.jpg,3
plastic\plastic524.jpg,3
paper\paper347.jpg,2
metal\metal42.jpg,1
glass\glass187.jpg,0
paper\paper259.jpg,2
paper\paper56.jpg,2
plastic\plastic784.jpg,3
metal\metal368.jpg,1
metal\metal254.jpg,1
paper\paper139.jpg,2
metal\metal723.jpg,1
metal\metal471.jpg,1
plastic\plastic278.jpg,3
paper\paper252.jpg,2
paper\paper988.jpg,2
glass\glass938.jpg,0
plastic\plastic579.jpg,3
glass\glass393.jpg,0
paper\paper232.jpg,2
metal\metal520.jpg,1
plastic\plastic158.jpg,3
paper\paper196.jpg,2
plastic\plastic589.jpg,3
plastic\plastic111.jpg,3
plastic\plastic476.jpg,3
glass\glass302.jpg,0
metal\metal802.jpg,1
paper\paper158.jpg,2
paper\paper937.jpg,2
paper\paper358.jpg,2
metal\metal400.jpg,1
plastic\plastic287.jpg,3
glass\glass76.jpg,0
plastic\plastic673.jpg,3
glass\glass727.jpg,0
metal\metal828.jpg,1
glass\glass260.jpg,0
plastic\plastic759.jpg,3
glass\glass615.jpg,0
metal\metal607.jpg,1
metal\metal581.jpg,1
paper\paper933.jpg,2
metal\metal706.jpg,1
metal\metal724.jpg,1
paper\paper875.jpg,2
plastic\plastic659.jpg,3
metal\metal458.jpg,1
plastic\plastic658.jpg,3
metal\metal791.jpg,1
plastic\plastic7.jpg,3
glass\glass444.jpg,0
metal\metal521.jpg,1
glass\glass708.jpg,0
glass\glass110.jpg,0
paper\paper677.jpg,2
metal\metal893.jpg,1
metal\metal27.jpg,1
plastic\plastic424.jpg,3
glass\glass511.jpg,0
glass\glass477.jpg,0
glass\glass277.jpg,0
metal\metal127.jpg,1
paper\paper186.jpg,2
paper\paper47.jpg,2
metal\metal548.jpg,1
paper\paper846.jpg,2
plastic\plastic862.jpg,3
paper\paper712.jpg,2
paper\paper944.jpg,2
glass\glass788.jpg,0
paper\paper822.jpg,2
plastic\plastic961.jpg,3
paper\paper643.jpg,2
metal\metal128.jpg,1
glass\glass551.jpg,0
paper\paper239.jpg,2
metal\metal351.jpg,1
plastic\plastic532.jpg,3
metal\metal202.jpg,1
metal\metal411.jpg,1
paper\paper679.jpg,2
paper\paper845.jpg,2
metal\metal677.jpg,1
metal\metal653.jpg,1
metal\metal833.jpg,1
paper\paper209.jpg,2
metal\metal927.jpg,1
metal\metal184.jpg,1
metal\metal956.jpg,1
paper\paper6.jpg,2
plastic\plastic534.jpg,3
metal\metal500.jpg,1
plastic\plastic819.jpg,3
metal\metal625.jpg,1
glass\glass130.jpg,0
plastic\plastic689.jpg,3
metal\metal87.jpg,1
metal\metal37.jpg,1
glass\glass887.jpg,0
metal\metal851.jpg,1
paper\paper720.jpg,2
paper\paper580.jpg,2
glass\glass387.jpg,0
glass\glass661.jpg,0
metal\metal549.jpg,1
paper\paper538.jpg,2
metal\metal169.jpg,1
metal\metal51.jpg,1
metal\metal698.jpg,1
plastic\plastic544.jpg,3
metal\metal498.jpg,1
plastic\plastic911.jpg,3
plastic\plastic891.jpg,3
glass\glass170.jpg,0
glass\glass124.jpg,0
metal\metal393.jpg,1
plastic\plastic368.jpg,3
metal\metal701.jpg,1
plastic\plastic224.jpg,3
metal\metal199.jpg,1
metal\metal756.jpg,1
paper\paper383.jpg,2
plastic\plastic407.jpg,3
plastic\plastic81.jpg,3
paper\paper948.jpg,2
glass\glass10.jpg,0
plastic\plastic688.jpg,3
glass\glass278.jpg,0
plastic\plastic140.jpg,3
glass\glass314.jpg,0
metal\metal594.jpg,1
glass\glass707.jpg,0
glass\glass633.jpg,0
metal\metal894.jpg,1
plastic\plastic379.jpg,3
paper\paper640.jpg,2
glass\glass597.jpg,0
glass\glass5.jpg,0
glass\glass827.jpg,0
plastic\plastic750.jpg,3
metal\metal115.jpg,1
plastic\plastic366.jpg,3
paper\paper84.jpg,2
plastic\plastic131.jpg,3
glass\glass728.jpg,0
paper\paper528.jpg,2
paper\paper788.jpg,2
glass\glass664.jpg,0
plastic\plastic604.jpg,3
metal\metal911.jpg,1
metal\metal183.jpg,1
paper\paper630.jpg,2
paper\paper833.jpg,2
glass\glass897.jpg,0
plastic\plastic394.jpg,3
plastic\plastic455.jpg,3
paper\paper225.jpg,2
metal\metal422.jpg,1
paper\paper680.jpg,2
plastic\plastic401.jpg,3
metal\metal38.jpg,1
plastic\plastic701.jpg,3
plastic\plastic198.jpg,3
plastic\plastic332.jpg,3
metal\metal160.jpg,1
paper\paper218.jpg,2
metal\metal235.jpg,1
plastic\plastic735.jpg,3
glass\glass999.jpg,0
paper\paper603.jpg,2
plastic\plastic42.jpg,3
plastic\plastic274.jpg,3
plastic\plastic901.jpg,3
metal\metal170.jpg,1
metal\metal593.jpg,1
paper\paper617.jpg,2
paper\paper648.jpg,2
metal\metal309.jpg,1
metal\metal34.jpg,1
glass\glass988.jpg,0
metal\metal310.jpg,1
plastic\plastic122.jpg,3
glass\glass9.jpg,0
paper\paper381.jpg,2
paper\paper133.jpg,2
glass\glass641.jpg,0
plastic\plastic21.jpg,3
plastic\plastic436.jpg,3
metal\metal261.jpg,1
metal\metal577.jpg,1
paper\paper886.jpg,2
metal\metal357.jpg,1
plastic\plastic205.jpg,3
metal\metal840.jpg,1
paper\paper702.jpg,2
metal\metal49.jpg,1
plastic\plastic473.jpg,3
glass\glass602.jpg,0
glass\glass854.jpg,0
glass\glass224.jpg,0
glass\glass90.jpg,0
metal\metal447.jpg,1
paper\paper103.jpg,2
glass\glass217.jpg,0
metal\metal860.jpg,1
glass\glass137.jpg,0
paper\paper345.jpg,2
glass\glass48.jpg,0
metal\metal746.jpg,1
paper\paper248.jpg,2
paper\paper187.jpg,2
metal\metal585.jpg,1
plastic\plastic783.jpg,3
plastic\plastic69.jpg,3
paper\paper16.jpg,2
metal\metal853.jpg,1
paper\paper193.jpg,2
metal\metal886.jpg,1
metal\metal926.jpg,1
paper\paper666.jpg,2
plastic\plastic1.jpg,3
metal\metal817.jpg,1
paper\paper675.jpg,2
metal\metal123.jpg,1
glass\glass330.jpg,0
paper\paper696.jpg,2
glass\glass72.jpg,0
glass\glass965.jpg,0
plastic\plastic870.jpg,3
paper\paper612.jpg,2
paper\paper904.jpg,2
paper\paper355.jpg,2
glass\glass325.jpg,0
metal\metal981.jpg,1
metal\metal445.jpg,1
metal\metal144.jpg,1
glass\glass609.jpg,0
metal\metal30.jpg,1
paper\paper386.jpg,2
plastic\plastic781.jpg,3
paper\paper199.jpg,2
metal\metal36.jpg,1
plastic\plastic530.jpg,3
glass\glass540.jpg,0
plastic\plastic760.jpg,3
glass\glass516.jpg,0
metal\metal406.jpg,1
plastic\plastic456.jpg,3
metal\metal442.jpg,1
glass\glass348.jpg,0
plastic\plastic214.jpg,3
paper\paper424.jpg,2
metal\metal440.jpg,1
glass\glass756.jpg,0
metal\metal727.jpg,1
plastic\plastic510.jpg,3
metal\metal25.jpg,1
glass\glass470.jpg,0
glass\glass500.jpg,0
paper\paper605.jpg,2
plastic\plastic667.jpg,3
glass\glass987.jpg,0
metal\metal72.jpg,1
plastic\plastic245.jpg,3
paper\paper673.jpg,2
glass\glass50.jpg,0
metal\metal643.jpg,1
metal\metal386.jpg,1
metal\metal959.jpg,1
glass\glass4.jpg,0
metal\metal282.jpg,1
metal\metal941.jpg,1
plastic\plastic255.jpg,3
paper\paper920.jpg,2
plastic\plastic806.jpg,3
paper\paper134.jpg,2
glass\glass849.jpg,0
glass\glass452.jpg,0
metal\metal934.jpg,1
metal\metal271.jpg,1
glass\glass264.jpg,0
metal\metal396.jpg,1
paper\paper479.jpg,2
metal\metal754.jpg,1
metal\metal308.jpg,1
paper\paper338.jpg,2
plastic\plastic761.jpg,3
glass\glass53.jpg,0
glass\glass7.jpg,0
metal\metal210.jpg,1
glass\glass117.jpg,0
paper\paper727.jpg,2
glass\glass558.jpg,0
glass\glass27.jpg,0
glass\glass919.jpg,0
paper\paper13.jpg,2
metal\metal979.jpg,1
plastic\plastic466.jpg,3
metal\metal200.jpg,1
glass\glass181.jpg,0
plastic\plastic946.jpg,3
metal\metal729.jpg,1
glass\glass467.jpg,0
metal\metal753.jpg,1
plastic\plastic490.jpg,3
plastic\plastic547.jpg,3
paper\paper541.jpg,2
glass\glass55.jpg,0
paper\paper414.jpg,2
plastic\plastic937.jpg,3
paper\paper445.jpg,2
plastic\plastic57.jpg,3
glass\glass952.jpg,0
plastic\plastic199.jpg,3
metal\metal94.jpg,1
plastic\plastic541.jpg,3
plastic\plastic931.jpg,3
metal\metal248.jpg,1
glass\glass43.jpg,0
plastic\plastic852.jpg,3
glass\glass132.jpg,0
plastic\plastic740.jpg,3
glass\glass591.jpg,0
metal\metal622.jpg,1
metal\metal876.jpg,1
paper\paper978.jpg,2
metal\metal603.jpg,1
paper\paper888.jpg,2
metal\metal305.jpg,1
glass\glass29.jpg,0
glass\glass2.jpg,0
glass\glass25.jpg,0
glass\glass241.jpg,0
metal\metal632.jpg,1
paper\paper980.jpg,2
glass\glass480.jpg,0
paper\paper136.jpg,2
plastic\plastic895.jpg,3
plastic\plastic512.jpg,3
glass\glass171.jpg,0
plastic\plastic70.jpg,3
plastic\plastic650.jpg,3
paper\paper863.jpg,2
plastic\plastic731.jpg,3
glass\glass546.jpg,0
metal\metal133.jpg,1
paper\paper384.jpg,2
paper\paper408.jpg,2
plastic\plastic223.jpg,3
glass\glass519.jpg,0
paper\paper330.jpg,2
glass\glass784.jpg,0
metal\metal542.jpg,1
glass\glass244.jpg,0
paper\paper658.jpg,2
plastic\plastic584.jpg,3
plastic\plastic337.jpg,3
metal\metal526.jpg,1
glass\glass977.jpg,0
plastic\plastic445.jpg,3
paper\paper77.jpg,2
glass\glass491.jpg,0
glass\glass840.jpg,0
paper\paper369.jpg,2
plastic\plastic266.jpg,3
paper\paper474.jpg,2
paper\paper932.jpg,2
plastic\plastic948.jpg,3
glass\glass539.jpg,0
glass\glass696.jpg,0
glass\glass562.jpg,0
glass\glass162.jpg,0
glass\glass419.jpg,0
paper\paper878.jpg,2
metal\metal463.jpg,1
glass\glass461.jpg,0
paper\paper356.jpg,2
paper\paper499.jpg,2
paper\paper411.jpg,2
paper\paper962.jpg,2
paper\paper99.jpg,2
metal\metal211.jpg,1
metal\metal294.jpg,1
glass\glass45.jpg,0
glass\glass174.jpg,0
plastic\plastic968.jpg,3
paper\paper733.jpg,2
plastic\plastic856.jpg,3
glass\glass504.jpg,0
plastic\plastic359.jpg,3
metal\metal168.jpg,1
glass\glass803.jpg,0
plastic\plastic23.jpg,3
paper\paper14.jpg,2
glass\glass686.jpg,0
paper\paper410.jpg,2
paper\paper556.jpg,2
paper\paper7.jpg,2
paper\paper767.jpg,2
paper\paper240.jpg,2
metal\metal770.jpg,1
plastic\plastic364.jpg,3
metal\metal429.jpg,1
plastic\plastic971.jpg,3
plastic\plastic143.jpg,3
paper\paper598.jpg,2
glass\glass279.jpg,0
paper\paper969.jpg,2
glass\glass523.jpg,0
plastic\plastic197.jpg,3
metal\metal190.jpg,1
glass\glass167.jpg,0
plastic\plastic974.jpg,3
glass\glass993.jpg,0
metal\metal118.jpg,1
paper\paper485.jpg,2
plastic\plastic493.jpg,3
paper\paper312.jpg,2
glass\glass46.jpg,0
paper\paper124.jpg,2
paper\paper448.jpg,2
paper\paper302.jpg,2
plastic\plastic664.jpg,3
metal\metal387.jpg,1
metal\metal13.jpg,1
glass\glass535.jpg,0
plastic\plastic38.jpg,3
plastic\plastic120.jpg,3
metal\metal83.jpg,1
glass\glass0.jpg,0
glass\glass578.jpg,0
plastic\plastic691.jpg,3
metal\metal251.jpg,1
paper\paper748.jpg,2
plastic\plastic699.jpg,3
metal\metal327.jpg,1
paper\paper100.jpg,2
glass\glass936.jpg,0
glass\glass111.jpg,0
glass\glass671.jpg,0
plastic\plastic335.jpg,3
metal\metal361.jpg,1
glass\glass219.jpg,0
glass\glass512.jpg,0
plastic\plastic516.jpg,3
paper\paper449.jpg,2
glass\glass772.jpg,0
plastic\plastic82.jpg,3
plastic\plastic582.jpg,3
glass\glass367.jpg,0
paper\paper852.jpg,2
paper\paper782.jpg,2
plastic\plastic470.jpg,3
plastic\plastic261.jpg,3
glass\glass282.jpg,0
glass\glass291.jpg,0
metal\metal47.jpg,1
plastic\plastic176.jpg,3
metal\metal33.jpg,1
metal\metal902.jpg,1
glass\glass11.jpg,0
plastic\plastic554.jpg,3
paper\paper554.jpg,2
paper\paper649.jpg,2
plastic\plastic343.jpg,3
metal\metal321.jpg,1
glass\glass508.jpg,0
glass\glass823.jpg,0
plastic\plastic387.jpg,3
glass\glass107.jpg,0
metal\metal420.jpg,1
glass\glass923.jpg,0
metal\metal522.jpg,1
metal\metal888.jpg,1
glass\glass649.jpg,0
glass\glass775.jpg,0
metal\metal365.jpg,1
paper\paper606.jpg,2
plastic\plastic669.jpg,3
plastic\plastic509.jpg,3
paper\paper75.jpg,2
plastic\plastic611.jpg,3
paper\paper92.jpg,2
metal\metal998.jpg,1
glass\glass471.jpg,0
glass\glass912.jpg,0
plastic\plastic19.jpg,3
metal\metal281.jpg,1
metal\metal900.jpg,1
plastic\plastic928.jpg,3
plastic\plastic452.jpg,3
plastic\plastic32.jpg,3
plastic\plastic33.jpg,3
metal\metal438.jpg,1
plastic\plastic41.jpg,3
plastic\plastic892.jpg,3
plastic\plastic863.jpg,3
glass\glass215.jpg,0
metal\metal571.jpg,1
plastic\plastic425.jpg,3
glass\glass8.jpg,0
paper\paper82.jpg,2
metal\metal465.jpg,1
plastic\plastic786.jpg,3
metal\metal174.jpg,1
metal\metal277.jpg,1
paper\paper458.jpg,2
plastic\plastic626.jpg,3
plastic\plastic549.jpg,3
paper\paper244.jpg,2
metal\metal771.jpg,1
plastic\plastic340.jpg,3
glass\glass917.jpg,0
plastic\plastic282.jpg,3
paper\paper137.jpg,2
metal\metal601.jpg,1
plastic\plastic950.jpg,3
metal\metal60.jpg,1
plastic\plastic716.jpg,3
paper\paper297.jpg,2
paper\paper938.jpg,2
metal\metal171.jpg,1
paper\paper864.jpg,2
paper\paper325.jpg,2
metal\metal166.jpg,1
metal\metal814.jpg,1
plastic\plastic171.jpg,3
plastic\plastic233.jpg,3
glass\glass245.jpg,0
glass\glass12.jpg,0
paper\paper266.jpg,2
paper\paper87.jpg,2
metal\metal995.jpg,1
metal\metal259.jpg,1
glass\glass338.jpg,0
glass\glass829.jpg,0
glass\glass422.jpg,0
metal\metal512.jpg,1
glass\glass950.jpg,0
metal\metal497.jpg,1
plastic\plastic687.jpg,3
metal\metal818.jpg,1
metal\metal214.jpg,1
plastic\plastic834.jpg,3
paper\paper867.jpg,2
paper\paper257.jpg,2
metal\metal380.jpg,1
metal\metal124.jpg,1
plastic\plastic996.jpg,3
paper\paper430.jpg,2
paper\paper254.jpg,2
glass\glass765.jpg,0
glass\glass101.jpg,0
metal\metal289.jpg,1
glass\glass258.jpg,0
paper\paper52.jpg,2
glass\glass981.jpg,0
plastic\plastic439.jpg,3
paper\paper395.jpg,2
plastic\plastic30.jpg,3
metal\metal237.jpg,1
metal\metal245.jpg,1
glass\glass556.jpg,0
glass\glass901.jpg,0
plastic\plastic307.jpg,3
paper\paper604.jpg,2
glass\glass979.jpg,0
plastic\plastic318.jpg,3
glass\glass489.jpg,0
glass\glass28.jpg,0
glass\glass599.jpg,0
paper\paper390.jpg,2
metal\metal954.jpg,1
plastic\plastic839.jpg,3
paper\paper377.jpg,2
metal\metal75.jpg,1
metal\metal97.jpg,1
glass\glass569.jpg,0
glass\glass478.jpg,0
paper\paper10.jpg,2
plastic\plastic734.jpg,3
plastic\plastic592.jpg,3
paper\paper693.jpg,2
paper\paper181.jpg,2
paper\paper272.jpg,2
glass\glass805.jpg,0
glass\glass356.jpg,0
paper\paper416.jpg,2
paper\paper857.jpg,2
paper\paper757.jpg,2
paper\paper670.jpg,2
plastic\plastic61.jpg,3
glass\glass150.jpg,0
metal\metal204.jpg,1
paper\paper966.jpg,2
plastic\plastic385.jpg,3
metal\metal530.jpg,1
plastic\plastic880.jpg,3
metal\metal247.jpg,1
plastic\plastic139.jpg,3
glass\glass292.jpg,0
glass\glass833.jpg,0
plastic\plastic465.jpg,3
paper\paper862.jpg,2
paper\paper333.jpg,2
glass\glass753.jpg,0
plastic\plastic124.jpg,3
glass\glass865.jpg,0
glass\glass65.jpg,0
glass\glass624.jpg,0
metal\metal890.jpg,1
glass\glass947.jpg,0
glass\glass178.jpg,0
paper\paper814.jpg,2
metal\metal710.jpg,1
metal\metal983.jpg,1
paper\paper922.jpg,2
paper\paper191.jpg,2
paper\paper402.jpg,2
plastic\plastic722.jpg,3
metal\metal583.jpg,1
glass\glass858.jpg,0
plastic\plastic311.jpg,3
metal\metal600.jpg,1
glass\glass688.jpg,0
glass\glass131.jpg,0
metal\metal105.jpg,1
metal\metal693.jpg,1
metal\metal102.jpg,1
plastic\plastic482.jpg,3
paper\paper523.jpg,2
metal\metal151.jpg,1
paper\paper467.jpg,2
plastic\plastic646.jpg,3
plastic\plastic605.jpg,3
glass\glass58.jpg,0
glass\glass953.jpg,0
paper\paper560.jpg,2
glass\glass202.jpg,0
paper\paper130.jpg,2
glass\glass13.jpg,0
plastic\plastic398.jpg,3
paper\paper723.jpg,2
paper\paper710.jpg,2
plastic\plastic651.jpg,3
metal\metal997.jpg,1
paper\paper651.jpg,2
glass\glass799.jpg,0
metal\metal335.jpg,1
metal\metal383.jpg,1
plastic\plastic945.jpg,3
metal\metal914.jpg,1
paper\paper681.jpg,2
paper\paper212.jpg,2
glass\glass628.jpg,0
glass\glass543.jpg,0
metal\metal58.jpg,1
paper\paper171.jpg,2
glass\glass494.jpg,0
plastic\plastic284.jpg,3
metal\metal788.jpg,1
glass\glass991.jpg,0
metal\metal535.jpg,1
glass\glass94.jpg,0
plastic\plastic426.jpg,3
metal\metal363.jpg,1
plastic\plastic300.jpg,3
paper\paper233.jpg,2
paper\paper267.jpg,2
plastic\plastic639.jpg,3
metal\metal896.jpg,1
plastic\plastic393.jpg,3
plastic\plastic907.jpg,3
paper\paper431.jpg,2
metal\metal407.jpg,1
metal\metal810.jpg,1
glass\glass589.jpg,0
paper\paper856.jpg,2
glass\glass405.jpg,0
glass\glass555.jpg,0
metal\metal130.jpg,1
plastic\plastic238.jpg,3
paper\paper910.jpg,2
glass\glass69.jpg,0
glass\glass946.jpg,0
plastic\plastic857.jpg,3
plastic\plastic835.jpg,3
paper\paper429.jpg,2
plastic\plastic297.jpg,3
plastic\plastic182.jpg,3
plastic\plastic195.jpg,3
plastic\plastic491.jpg,3
paper\paper123.jpg,2
paper\paper734.jpg,2
glass\glass967.jpg,0
plastic\plastic994.jpg,3
metal\metal293.jpg,1
metal\metal962.jpg,1
plastic\plastic728.jpg,3
plastic\plastic54.jpg,3
metal\metal191.jpg,1
metal\metal405.jpg,1
metal\metal243.jpg,1
metal\metal290.jpg,1
metal\metal6.jpg,1
glass\glass916.jpg,0
plastic\plastic87.jpg,3
paper\paper747.jpg,2
glass\glass320.jpg,0
paper\paper931.jpg,2
metal\metal731.jpg,1
metal\metal176.jpg,1
metal\metal488.jpg,1
metal\metal205.jpg,1
plastic\plastic174.jpg,3
glass\glass448.jpg,0
glass\glass770.jpg,0
plastic\plastic443.jpg,3
metal\metal283.jpg,1
glass\glass231.jpg,0
paper\paper711.jpg,2
metal\metal714.jpg,1
plastic\plastic89.jpg,3
glass\glass974.jpg,0
paper\paper851.jpg,2
glass\glass920.jpg,0
plastic\plastic95.jpg,3
plastic\plastic356.jpg,3
paper\paper887.jpg,2
metal\metal491.jpg,1
metal\metal661.jpg,1
paper\paper713.jpg,2
paper\paper842.jpg,2
glass\glass567.jpg,0
metal\metal858.jpg,1
plastic\plastic565.jpg,3
plastic\plastic417.jpg,3
paper\paper895.jpg,2
glass\glass88.jpg,0
glass\glass673.jpg,0
metal\metal969.jpg,1
metal\metal725.jpg,1
metal\metal303.jpg,1
metal\metal373.jpg,1
plastic\plastic189.jpg,3
plastic\plastic55.jpg,3
glass\glass234.jpg,0
glass\glass123.jpg,0
plastic\plastic102.jpg,3
glass\glass882.jpg,0
paper\paper701.jpg,2
glass\glass719.jpg,0
glass\glass391.jpg,0
plastic\plastic461.jpg,3
paper\paper198.jpg,2
metal\metal430.jpg,1
glass\glass862.jpg,0
plastic\plastic578.jpg,3
glass\glass654.jpg,0
metal\metal182.jpg,1
glass\glass255.jpg,0
plastic\plastic156.jpg,3
glass\glass832.jpg,0
plastic\plastic296.jpg,3
metal\metal260.jpg,1
paper\paper832.jpg,2
paper\paper456.jpg,2
glass\glass440.jpg,0
glass\glass648.jpg,0
plastic\plastic965.jpg,3
glass\glass669.jpg,0
plastic\plastic273.jpg,3
glass\glass133.jpg,0
plastic\plastic593.jpg,3
metal\metal939.jpg,1
paper\paper773.jpg,2
glass\glass108.jpg,0
plastic\plastic555.jpg,3
paper\paper728.jpg,2
glass\glass741.jpg,0
plastic\plastic36.jpg,3
metal\metal780.jpg,1
glass\glass659.jpg,0
plastic\plastic409.jpg,3
paper\paper404.jpg,2
metal\metal181.jpg,1
metal\metal799.jpg,1
glass\glass655.jpg,0
metal\metal495.jpg,1
glass\glass201.jpg,0
metal\metal92.jpg,1
metal\metal276.jpg,1
metal\metal945.jpg,1
paper\paper567.jpg,2
plastic\plastic396.jpg,3
metal\metal525.jpg,1
metal\metal338.jpg,1
plastic\plastic292.jpg,3
metal\metal895.jpg,1
paper\paper664.jpg,2
paper\paper758.jpg,2
plastic\plastic517.jpg,3
glass\glass549.jpg,0
metal\metal452.jpg,1
metal\metal384.jpg,1
plastic\plastic600.jpg,3
glass\glass518.jpg,0
plastic\plastic762.jpg,3
plastic\plastic751.jpg,3
paper\paper365.jpg,2
paper\paper463.jpg,2
glass\glass305.jpg,0
plastic\plastic494.jpg,3
metal\metal671.jpg,1
paper\paper741.jpg,2
paper\paper55.jpg,2
paper\paper281.jpg,2
metal\metal691.jpg,1
plastic\plastic999.jpg,3
paper\paper226.jpg,2
metal\metal193.jpg,1
metal\metal759.jpg,1
plastic\plastic484.jpg,3
plastic\plastic202.jpg,3
metal\metal874.jpg,1
paper\paper825.jpg,2
glass\glass359.jpg,0
plastic\plastic67.jpg,3
plastic\plastic696.jpg,3
metal\metal523.jpg,1
metal\metal391.jpg,1
plastic\plastic725.jpg,3
glass\glass760.jpg,0
plastic\plastic872.jpg,3
paper\paper806.jpg,2
plastic\plastic815.jpg,3
paper\paper230.jpg,2
metal\metal656.jpg,1
metal\metal846.jpg,1
plastic\plastic303.jpg,3
plastic\plastic298.jpg,3
glass\glass126.jpg,0
glass\glass973.jpg,0
metal\metal268.jpg,1
metal\metal485.jpg,1
metal\metal446.jpg,1
metal\metal516.jpg,1
paper\paper756.jpg,2
paper\paper106.jpg,2
metal\metal177.jpg,1
paper\paper197.jpg,2
paper\paper250.jpg,2
paper\paper363.jpg,2
glass\glass850.jpg,0
glass\glass30.jpg,0
metal\metal207.jpg,1
plastic\plastic110.jpg,3
glass\glass861.jpg,0
glass\glass99.jpg,0
glass\glass93.jpg,0
metal\metal586.jpg,1
glass\glass1.jpg,0
glass\glass496.jpg,0
plastic\plastic599.jpg,3
plastic\plastic987.jpg,3
paper\paper551.jpg,2
glass\glass206.jpg,0
paper\paper168.jpg,2
paper\paper419.jpg,2
plastic\plastic713.jpg,3
paper\paper801.jpg,2
glass\glass769.jpg,0
plastic\plastic247.jpg,3
plastic\plastic602.jpg,3
paper\paper794.jpg,2
metal\metal916.jpg,1
glass\glass398.jpg,0
plastic\plastic6.jpg,3
paper\paper291.jpg,2
paper\paper195.jpg,2
glass\glass744.jpg,0
plastic\plastic3.jpg,3
plastic\plastic254.jpg,3
plastic\plastic780.jpg,3
metal\metal871.jpg,1
paper\paper719.jpg,2
paper\paper774.jpg,2
metal\metal88.jpg,1
metal\metal460.jpg,1
metal\metal654.jpg,1
plastic\plastic791.jpg,3
plastic\plastic173.jpg,3
glass\glass95.jpg,0
metal\metal923.jpg,1
glass\glass337.jpg,0
metal\metal728.jpg,1
plastic\plastic828.jpg,3
paper\paper216.jpg,2
paper\paper160.jpg,2
plastic\plastic752.jpg,3
plastic\plastic104.jpg,3
paper\paper716.jpg,2
plastic\plastic243.jpg,3
metal\metal39.jpg,1
metal\metal456.jpg,1
paper\paper639.jpg,2
glass\glass86.jpg,0
glass\glass290.jpg,0
metal\metal726.jpg,1
paper\paper644.jpg,2
glass\glass459.jpg,0
paper\paper301.jpg,2
metal\metal849.jpg,1
metal\metal579.jpg,1
plastic\plastic711.jpg,3
metal\metal609.jpg,1
glass\glass416.jpg,0
metal\metal514.jpg,1
plastic\plastic670.jpg,3
glass\glass200.jpg,0
plastic\plastic209.jpg,3
glass\glass184.jpg,0
plastic\plastic665.jpg,3
paper\paper736.jpg,2
plastic\plastic295.jpg,3
metal\metal159.jpg,1
paper\paper465.jpg,2
plastic\plastic671.jpg,3
glass\glass223.jpg,0
paper\paper843.jpg,2
plastic\plastic74.jpg,3
metal\metal880.jpg,1
plastic\plastic26.jpg,3
plastic\plastic351.jpg,3
